alias,alias_norm,canonical_name,entityType,code,source_batch,source_file,source_field
监测,监测,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
管理,管理,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
管理,管理,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
评估,评估,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
评估,评估,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
长QT综合征,长qt综合征,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
长QT综合征,长qt综合征,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
长QT间期综合征,长qt间期综合征,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
长QT间期综合征,长qt间期综合征,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
随访,随访,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
随访,随访,长QT间期综合征随访与复查方案,FollowUp,FU-CARD-REQ-57220EA34AC5,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
复查,复查,陈旧性心肌梗死随访方案,FollowUp,FU-CARD-53E0DA55CCC2,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
复查,复查,陈旧性心肌梗死随访方案,FollowUp,FU-CARD-53E0DA55CCC2,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
随访,随访,陈旧性心肌梗死随访方案,FollowUp,FU-CARD-53E0DA55CCC2,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
随访,随访,陈旧性心肌梗死随访方案,FollowUp,FU-CARD-53E0DA55CCC2,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
复查,复查,限制型心肌病随访方案,FollowUp,FU-CARD-1231E09FC493,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
复查,复查,限制型心肌病随访方案,FollowUp,FU-CARD-1231E09FC493,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
随访,随访,限制型心肌病随访方案,FollowUp,FU-CARD-1231E09FC493,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
随访,随访,限制型心肌病随访方案,FollowUp,FU-CARD-1231E09FC493,BATCH-CARD-CM-20260622-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CM-20260622-001\05_data_instance\nodes_final.jsonl,aliases
年度临床评估,年度临床评估,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
年度临床评估,年度临床评估,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
慢性冠脉综合征年度随访,慢性冠脉综合征年度随访,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
慢性冠脉综合征年度随访,慢性冠脉综合征年度随访,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
无症状心肌缺血年度随访,无症状心肌缺血年度随访,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
无症状心肌缺血年度随访,无症状心肌缺血年度随访,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
症状和用药复核,症状和用药复核,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
症状和用药复核,症状和用药复核,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
长期随访,长期随访,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
长期随访,长期随访,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
静息12导联心电图,静息12导联心电图,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
静息12导联心电图,静息12导联心电图,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
风险控制,风险控制,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
风险控制,风险控制,隐匿性冠心病年度临床随访评估,FollowUp,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
复查,复查,非ST段抬高型心肌梗死随访方案,FollowUp,FU-CARD-E0E295CC2D2E,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
复查,复查,非ST段抬高型心肌梗死随访方案,FollowUp,FU-CARD-E0E295CC2D2E,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
随访,随访,非ST段抬高型心肌梗死随访方案,FollowUp,FU-CARD-E0E295CC2D2E,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
随访,随访,非ST段抬高型心肌梗死随访方案,FollowUp,FU-CARD-E0E295CC2D2E,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
evaluation,evaluation,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
evaluation,evaluation,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
follow-up,follow-up,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
follow-up,follow-up,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
monitoring,monitoring,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
monitoring,monitoring,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
Non-sustained ventricular tachycardia,non-sustainedventriculartachycardia,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
Non-sustained ventricular tachycardia,non-sustainedventriculartachycardia,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
non-sustained VT,non-sustainedvt,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
non-sustained VT,non-sustainedvt,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
NSVT,nsvt,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
NSVT,nsvt,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
复查,复查,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
复查,复查,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
监测,监测,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
监测,监测,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
短阵室速,短阵室速,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
短阵室速,短阵室速,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
管理,管理,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
管理,管理,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
评估,评估,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
评估,评估,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
随访,随访,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
随访,随访,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
非持续性室性心动过速,非持续性室性心动过速,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
非持续性室性心动过速,非持续性室性心动过速,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
非持续性室速,非持续性室速,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
非持续性室速,非持续性室速,非持续性室性心动过速随访与复查方案,FollowUp,FU-CARD-REQ-9FB8C3CF28CA,BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD\05_data_instance\nodes_final.jsonl,aliases
复查,复查,预激综合征随访方案,FollowUp,FU-CARD-58BC1E7A037C,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
复查,复查,预激综合征随访方案,FollowUp,FU-CARD-58BC1E7A037C,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
随访,随访,预激综合征随访方案,FollowUp,FU-CARD-58BC1E7A037C,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
随访,随访,预激综合征随访方案,FollowUp,FU-CARD-58BC1E7A037C,BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter\05_data_instance\nodes_final.jsonl,aliases
CRP,crp,C反应蛋白,LabTest,LAB-CARD-TEXT-BF2619C772,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
CRP,crp,C反应蛋白,LabTest,LAB-CARD-TEXT-BF2619C772,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
International normalized ratio,internationalnormalizedratio,INR,LabTest,LAB-CARD-6DEDDE6D2554,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,name_en
International normalized ratio,internationalnormalizedratio,INR,LabTest,LAB-CARD-6DEDDE6D2554,BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation\05_data_instance\nodes_final.jsonl,name_en
国际标准化比值,国际标准化比值,INR,LabTest,LAB-CARD-6DEDDE6D2554,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
国际标准化比值,国际标准化比值,INR,LabTest,LAB-CARD-6DEDDE6D2554,BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation\05_data_instance\nodes_final.jsonl,aliases
LDL-C,ldl-c,低密度脂蛋白胆固醇,LabTest,LAB-CARD-D3BEA3E2BC55,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,abbr
LDL-C,ldl-c,低密度脂蛋白胆固醇,LabTest,LAB-CARD-D3BEA3E2BC55,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,abbr
LDL胆固醇,ldl胆固醇,低密度脂蛋白胆固醇,LabTest,LAB-CARD-D3BEA3E2BC55,00_foundation_skeleton,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\00_foundation_skeleton\05_data_instance\nodes_final.jsonl,aliases
LDL胆固醇,ldl胆固醇,低密度脂蛋白胆固醇,LabTest,LAB-CARD-D3BEA3E2BC55,BATCH-CARD-CAD-20260623-001,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\BATCH-CARD-CAD-20260623-001\05_data_instance\nodes_final.jsonl,aliases
