实体类型,重复节点名称,重复节点编码,保留主节点名称,保留主节点编码,处理原因,重复节点元素ID,主节点元素ID,处置
Evidence,冠状动脉粥样硬化性心脏病-心肌缺血-全书回捞证据-6161-843D38,"""EVD-CARD-FULLBOOK-BA113F8B843D38""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17592,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心律失常-全书回捞证据-6161-3E3D86,"""EVD-CARD-FULLBOOK-33D698BE3E3D86""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17593,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-猝死-全书回捞证据-6161-FC2F0B,"""EVD-CARD-FULLBOOK-E39438DAFC2F0B""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17594,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-危险分层-全书回捞证据-6161-9037FE,"""EVD-CARD-FULLBOOK-AC9FAF0C9037FE""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17595,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心动过速-全书回捞证据-6949-36751C,"""EVD-CARD-FULLBOOK-120DB2EF36751C""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17688,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心动过缓-全书回捞证据-6949-9B05A6,"""EVD-CARD-FULLBOOK-36BE810C9B05A6""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17689,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-低血压-全书回捞证据-6949-401EEB,"""EVD-CARD-FULLBOOK-C4092D41401EEB""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17690,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-肾功能-全书回捞证据-6949-D646E2,"""EVD-CARD-FULLBOOK-50B571E5D646E2""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17691,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-洋地黄类药物-全书回捞证据-6949-56CD83,"""EVD-CARD-FULLBOOK-A857DB2656CD83""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17692,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-6949-DC7A67,"""EVD-CARD-FULLBOOK-01CFC267DC7A67""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17693,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心律失常-全书回捞证据-6949-48A933,"""EVD-CARD-FULLBOOK-40CB18B348A933""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17694,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-鉴别诊断-全书回捞证据-6949-97F7A4,"""EVD-CARD-FULLBOOK-1E06FF2D97F7A4""",房性心动过速-心动过速-全书回捞证据-6949-A70B89,EVD-CARD-FULLBOOK-644CBD55A70B89,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17695,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13644,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-呼吸困难-全书回捞证据-7283-A78B25,"""EVD-CARD-FULLBOOK-45A87FDEA78B25""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17768,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-药物治疗-全书回捞证据-7283-5E15B3,"""EVD-CARD-FULLBOOK-3AE2A32E5E15B3""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17769,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-血运重建-全书回捞证据-7283-723B6E,"""EVD-CARD-FULLBOOK-0D21837F723B6E""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17770,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-动脉粥样硬化-全书回捞证据-7283-74EAA7,"""EVD-CARD-FULLBOOK-85BD52CA74EAA7""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17771,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-7283-BA79F4,"""EVD-CARD-FULLBOOK-F1B23A00BA79F4""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17772,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-猝死-全书回捞证据-7283-15CBAC,"""EVD-CARD-FULLBOOK-EF9FA4CD15CBAC""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17773,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-呼吸困难-全书回捞证据-7529-E7064C,"""EVD-CARD-FULLBOOK-4EB251EAE7064C""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17847,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-劳力性呼吸困难-全书回捞证据-7529-51E7F6,"""EVD-CARD-FULLBOOK-6DA99F0751E7F6""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17848,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-端坐呼吸-全书回捞证据-7529-E0FF44,"""EVD-CARD-FULLBOOK-5AD020D1E0FF44""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17849,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-夜间阵发性呼吸困难-全书回捞证据-7529-7E0DFA,"""EVD-CARD-FULLBOOK-941E6C2C7E0DFA""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17850,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-胸痛-全书回捞证据-7529-989FA6,"""EVD-CARD-FULLBOOK-7B75FC3F989FA6""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17851,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-乏力-全书回捞证据-7529-97A5E9,"""EVD-CARD-FULLBOOK-B52C7B9097A5E9""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17852,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-水肿-全书回捞证据-7529-A842AE,"""EVD-CARD-FULLBOOK-C72AF553A842AE""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17853,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-颈静脉怒张-全书回捞证据-7529-851139,"""EVD-CARD-FULLBOOK-2A5D9381851139""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17854,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-肺部啰音-全书回捞证据-7529-146D96,"""EVD-CARD-FULLBOOK-73D90705146D96""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17855,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-奔马律-全书回捞证据-7529-7270E0,"""EVD-CARD-FULLBOOK-C86B974F7270E0""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17856,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心脏扩大-全书回捞证据-7529-2406AD,"""EVD-CARD-FULLBOOK-5FFCE6B82406AD""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17857,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心肌缺血-全书回捞证据-7529-7ED216,"""EVD-CARD-FULLBOOK-03DBC5B87ED216""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17858,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-右心负荷增加-全书回捞证据-7529-70A6CA,"""EVD-CARD-FULLBOOK-D16AA7FF70A6CA""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17859,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-7529-0B0522,"""EVD-CARD-FULLBOOK-86C039B30B0522""",心力衰竭-呼吸困难-全书回捞证据-7529-428DE8,EVD-CARD-FULLBOOK-3148AB1C428DE8,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17860,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13020,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-乏力-全书回捞证据-8521-2E071A,"""EVD-CARD-FULLBOOK-ACECCE192E071A""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17938,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-高血压-全书回捞证据-8521-42DDF6,"""EVD-CARD-FULLBOOK-1F3B3AB142DDF6""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17939,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-血脂检查-全书回捞证据-8521-D0D34A,"""EVD-CARD-FULLBOOK-6D3A9D7BD0D34A""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17940,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-血糖-全书回捞证据-8521-EAD484,"""EVD-CARD-FULLBOOK-2F57649CEAD484""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17941,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-肾功能-全书回捞证据-8521-437DE1,"""EVD-CARD-FULLBOOK-34B382CA437DE1""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17942,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-血管紧张素转换酶抑制剂-全书回捞证据-8521-10711E,"""EVD-CARD-FULLBOOK-33AE1F5810711E""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17943,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-血管紧张素Ⅱ受体拮抗剂-全书回捞证据-8521-D00F33,"""EVD-CARD-FULLBOOK-99D3BED4D00F33""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17944,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-利尿剂-全书回捞证据-8521-19C9DF,"""EVD-CARD-FULLBOOK-04B3E07719C9DF""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17945,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-糖尿病-全书回捞证据-8521-CE09BE,"""EVD-CARD-FULLBOOK-20F74AD1CE09BE""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17946,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-肥胖-全书回捞证据-8521-4F5369,"""EVD-CARD-FULLBOOK-784D25404F5369""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17947,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-8521-2CA8CA,"""EVD-CARD-FULLBOOK-6702646D2CA8CA""",心力衰竭-乏力-全书回捞证据-8521-E3B0B5,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17948,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13202,迁移全部关系后物理删除重复节点
Evidence,慢性冠脉综合征-呼吸困难-全书回捞证据-7283-C07791,"""EVD-CARD-FULLBOOK-685D0F72C07791""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18194,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,慢性冠脉综合征-药物治疗-全书回捞证据-7283-352FAB,"""EVD-CARD-FULLBOOK-F9DCEBAA352FAB""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18195,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,慢性冠脉综合征-血运重建-全书回捞证据-7283-1FC204,"""EVD-CARD-FULLBOOK-CBF9AEF81FC204""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18196,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,慢性冠脉综合征-动脉粥样硬化-全书回捞证据-7283-B5D591,"""EVD-CARD-FULLBOOK-B7DA707EB5D591""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18197,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,慢性冠脉综合征-心力衰竭-全书回捞证据-7283-C7DF94,"""EVD-CARD-FULLBOOK-05E3CBC1C7DF94""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18198,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,慢性冠脉综合征-猝死-全书回捞证据-7283-EEAC54,"""EVD-CARD-FULLBOOK-6840F0B2EEAC54""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18199,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,稳定型心绞痛-呼吸困难-全书回捞证据-7283-070EA0,"""EVD-CARD-FULLBOOK-25BA4C49070EA0""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18224,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,稳定型心绞痛-药物治疗-全书回捞证据-7283-F8F754,"""EVD-CARD-FULLBOOK-738FC33EF8F754""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18225,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,稳定型心绞痛-血运重建-全书回捞证据-7283-85B1C1,"""EVD-CARD-FULLBOOK-03ABD4D285B1C1""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18226,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,稳定型心绞痛-动脉粥样硬化-全书回捞证据-7283-C1F503,"""EVD-CARD-FULLBOOK-84D24905C1F503""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18227,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,稳定型心绞痛-心力衰竭-全书回捞证据-7283-F635DE,"""EVD-CARD-FULLBOOK-75DB9811F635DE""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18228,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,稳定型心绞痛-猝死-全书回捞证据-7283-C4BD09,"""EVD-CARD-FULLBOOK-A1FDF266C4BD09""",心力衰竭-呼吸困难-全书回捞证据-7283-51009C,EVD-CARD-FULLBOOK-2CBBDD5E51009C,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18229,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:12971,迁移全部关系后物理删除重复节点
Evidence,缺血性心肌病-心动过速-全书回捞证据-6161-CAEF97,"""EVD-CARD-FULLBOOK-16BD8959CAEF97""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18432,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,缺血性心肌病-心电图-全书回捞证据-6161-074DE4,"""EVD-CARD-FULLBOOK-59793C49074DE4""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18433,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,缺血性心肌病-创伤-全书回捞证据-6161-9E081C,"""EVD-CARD-FULLBOOK-5BE7FA559E081C""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18434,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,缺血性心肌病-心肌缺血-全书回捞证据-6161-CB5D98,"""EVD-CARD-FULLBOOK-E9F54448CB5D98""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18435,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
Evidence,缺血性心肌病-心律失常-全书回捞证据-6161-24D2C3,"""EVD-CARD-FULLBOOK-327AA04624D2C3""",房性心动过速-心动过速-全书回捞证据-6161-646E21,EVD-CARD-FULLBOOK-EACF2B96646E21,duplicate_replaced_by 指向有效主节点,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18436,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:13547,迁移全部关系后物理删除重复节点
