文件名,规范名,目录,来源目录类型,建议疾病大类,文件大小MB,最后修改时间,是否已解析登记,登记文件名,登记来源文件数,登记来源示例,下一步动作
心肌梗死心电图诊断标准和报告规范中国专家共识.pdf,心肌梗死心电图诊断标准和报告规范中国专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD,诊疗指南目录,冠心病,4.29,2026-06-02 12:41:46,是,心肌梗死心电图诊断标准和报告规范中国专家共识.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
稳定性冠心病诊断与治疗指南 2018.pdf,稳定性冠心病诊断与治疗指南2018,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD,诊疗指南目录,冠心病,0.95,2026-06-02 12:41:46,是,稳定性冠心病诊断与治疗指南 2018.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
经皮冠状动脉介入治疗指南（2025）.pdf,经皮冠状动脉介入治疗指南2025,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD,诊疗指南目录,冠心病,3.71,2026-06-02 12:41:46,是,经皮冠状动脉介入治疗指南（2025）.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
缺血性心肌病血运重建专家共识.pdf,缺血性心肌病血运重建专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD,诊疗指南目录,心肌病,2.02,2026-06-02 12:41:46,是,缺血性心肌病血运重建专家共识.pdf,15,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
青年急性心肌梗死诊断和治疗专家建议.pdf,青年急性心肌梗死诊断和治疗专家建议,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD,诊疗指南目录,冠心病,1.85,2026-06-02 12:41:46,是,青年急性心肌梗死诊断和治疗专家建议.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HF AHA 2022.pdf,hfaha2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,心力衰竭,7.21,2026-06-02 12:41:46,是,HF AHA 2022.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HF CN 2024.pdf,hfcn2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,心力衰竭,5.33,2026-06-02 12:41:46,是,HF CN 2024.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HF ESC 2021.pdf,hfesc2021,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,心力衰竭,4.93,2026-06-02 12:41:46,是,HF ESC 2021.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HF ESC 2023.pdf,hfesc2023,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,心力衰竭,0.4,2026-06-02 12:41:46,是,HF ESC 2023.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国透析患者慢性心力衰竭管理指南 2022.pdf,中国透析患者慢性心力衰竭管理指南2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,心力衰竭,4.4,2026-06-02 12:41:46,是,中国透析患者慢性心力衰竭管理指南 2022.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,射血分数保留的心力衰竭诊断与治疗中国专家共识2025,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,心力衰竭,1.25,2026-06-02 12:41:46,是,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,心力衰竭,2.37,2026-06-02 12:41:46,是,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf,11,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
老年人心肾综合征利尿剂应用的中国专家共识.pdf,老年人心肾综合征利尿剂应用的中国专家共识,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF,诊疗指南目录,待人工归类,0.97,2026-06-02 12:41:46,是,老年人心肾综合征利尿剂应用的中国专家共识.pdf,12,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_已建疾病大类补充解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HT ACC 2017.pdf,htacc2017,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT,诊疗指南目录,待人工归类,7.1,2026-06-02 12:41:46,是,HT ACC 2017.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HT AHA 2025.pdf,htaha2025,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT,诊疗指南目录,待人工归类,8.2,2026-06-02 12:41:46,是,HT AHA 2025.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HT ESC 2018.pdf,htesc2018,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT,诊疗指南目录,待人工归类,2.83,2026-06-02 12:41:48,是,HT ESC 2018.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
HT ESC 2024.pdf,htesc2024,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT,诊疗指南目录,待人工归类,11.87,2026-06-02 12:41:48,是,HT ESC 2024.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,中国慢性肾脏病患者高血压管理指南2023年版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT,诊疗指南目录,高血压,4.53,2026-06-02 12:41:48,是,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国高血压临床实践指南 2022.pdf,中国高血压临床实践指南2022,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT,诊疗指南目录,高血压,3.03,2026-06-02 12:41:48,是,中国高血压临床实践指南 2022.pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
中国高血压防治指南(2024年修订版).pdf,中国高血压防治指南2024年修订版,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT,诊疗指南目录,高血压,3.56,2026-06-02 12:41:48,是,中国高血压防治指南(2024年修订版).pdf,13,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_瓣膜病正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_肺动脉高压正式解析\01_source_manifest\source_documents_manifest.csv；E:\BigMouse\0.CDSS文献诊疗指南材料PDF\AI专科知识图谱生成\心血管内科文献集合\20260715_起搏治疗正式解析\01_source_manifest\source_documents_manifest.csv,进入指南精修复核
