duplicate_code,duplicate_name,related_code,related_name,relation_type,standard_node_code
MED-CARD-STD-C685CE7163,维拉帕米,EVD-5EB92DE7F5AF870BF011-SVT,SVT ESC 2019.pdf 第59页证据（SEG-DOC-34C5698E48338855-59-GL-00260-SVT）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-C685CE7163,维拉帕米,EVD-5F6D637F748BAAA91C86-AF,AF ESC 2020.pdf 第70页证据（SEG-DOC-C5A1A36777F25502-70-GL-00232-AF）,supported_by_evidence,MED-CARD-C685CE7163F5
LAB-CARD-AAA739D91A3A,BNP,EVD-5F9AD2C418FB92D60CEB-PERICARDITIS,《内科学（第10版）》.docx 第N/A页证据（SEG-DOC-CF62B75AEC93F1A6-P04719-05184-GL-00109-PERICARDITIS）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-5FA6D5CF6AF17F20FCEC-MR,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第74页证据（SEG-DOC-4317086452C7EB3A-74-GL-00831-MR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-5FA6D5CF6AF17F20FCEC-MR,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第74页证据（SEG-DOC-4317086452C7EB3A-74-GL-00831-MR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-5FAEA08B60761C300ECD-AS,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第14页证据（SEG-DOC-4317086452C7EB3A-14-GL-00077-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-5FAEA08B60761C300ECD-AS,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第14页证据（SEG-DOC-4317086452C7EB3A-14-GL-00077-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-5FD817C81032408B4D0E-PH,PH CN 2021.pdf 第24页证据（SEG-DOC-C7CD2856344E8680-24-GL-00189-PH）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-5FF48BB809F0BF0E2C8B-AS,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第26页证据（SEG-DOC-4317086452C7EB3A-26-GL-00194-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-5FF48BB809F0BF0E2C8B-AS,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第26页证据（SEG-DOC-4317086452C7EB3A-26-GL-00194-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-604AE64A8ECC884598F4-AMI,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf 第11页证据（SEG-DOC-F0DDA79BAB227E88-11-GL-00040-AMI）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
MED-CARD-STD-C685CE7163,维拉帕米,EVD-6113FC399581C8482130-AFL,抗心律失常药物临床应用中国专家共识.pdf 第9页证据（SEG-DOC-F6D887F5DD95AA6A-9-GL-00027-AFL）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-C685CE7163,维拉帕米,EVD-6113FC399581C8482130-AT,抗心律失常药物临床应用中国专家共识.pdf 第9页证据（SEG-DOC-F6D887F5DD95AA6A-9-GL-00026-AT）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-611D1C01283324E281C6-ACS,经皮冠状动脉介入治疗指南（2025）.pdf 第12页证据（SEG-DOC-99DE8941F1F5EDF3-12-GL-00047-ACS）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-611D1C01283324E281C6-NSTEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第12页证据（SEG-DOC-99DE8941F1F5EDF3-12-GL-00049-NSTEMI）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-611D1C01283324E281C6-STEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第12页证据（SEG-DOC-99DE8941F1F5EDF3-12-GL-00048-STEMI）,supported_by_evidence,MED-CARD-EAA01CFD434E
LAB-CARD-AAA739D91A3A,BNP,EVD-6147FEC745F4F5B8BA12-MYOCARDITIS,中国成人心肌炎临床诊断与治疗指南2024.pdf 第4页证据（SEG-DOC-F40BCB9E0773ED67-4-GL-00012-MYOCARDITIS）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-61858E43C10F35AD86E3-CCS,CCS ESC 2024.pdf 第87页证据（SEG-DOC-01AF04BA6618BFA0-87-GL-00214-CCS）,supported_by_evidence,MED-CARD-EAA01CFD434E
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-623170745C3BD73D9B22-AF,心房颤动诊断和治疗中国指南 2023.pdf 第4页证据（SEG-DOC-EE90C4C9A4C51DF7-4-GL-00015-AF）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
MED-CARD-STD-C685CE7163,维拉帕米,EVD-62CDDE9FE61B01D3D449-AT,SVT ESC 2019.pdf 第8页证据（SEG-DOC-34C5698E48338855-8-GL-00012-AT）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-C685CE7163,维拉帕米,EVD-62CDDE9FE61B01D3D449-AVNRT,SVT ESC 2019.pdf 第8页证据（SEG-DOC-34C5698E48338855-8-GL-00010-AVNRT）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-C685CE7163,维拉帕米,EVD-62CDDE9FE61B01D3D449-AVRT,SVT ESC 2019.pdf 第8页证据（SEG-DOC-34C5698E48338855-8-GL-00011-AVRT）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-C685CE7163,维拉帕米,EVD-62CDDE9FE61B01D3D449-SVT,SVT ESC 2019.pdf 第8页证据（SEG-DOC-34C5698E48338855-8-GL-00009-SVT）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-C685CE7163,维拉帕米,EVD-62CDDE9FE61B01D3D449-WPW,SVT ESC 2019.pdf 第8页证据（SEG-DOC-34C5698E48338855-8-GL-00013-WPW）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-1691342E51,美托洛尔,EVD-62D3DA36B4D0A13C7EC5-ACS,NSTE-ACS CN 2024.pdf 第12页证据（SEG-DOC-223D946BFCBBE084-12-GL-00055-ACS）,supported_by_evidence,MED-CARD-C9175F150C3D
MED-CARD-STD-1691342E51,美托洛尔,EVD-62D3DA36B4D0A13C7EC5-AMI,NSTE-ACS CN 2024.pdf 第12页证据（SEG-DOC-223D946BFCBBE084-12-GL-00056-AMI）,supported_by_evidence,MED-CARD-C9175F150C3D
MED-CARD-STD-C685CE7163,维拉帕米,EVD-63D2835DD52BF89B6705-AVRT,SVT ESC 2019.pdf 第36页证据（SEG-DOC-34C5698E48338855-36-GL-00144-AVRT）,supported_by_evidence,MED-CARD-C685CE7163F5
LAB-CARD-AAA739D91A3A,BNP,EVD-640A40C0CC715B2863F7-ENDOCARDITIS,JCS 2023 Myocarditis.pdf 第55页证据（SEG-DOC-FD423F8E41BBFB24-55-GL-00166-ENDOCARDITIS）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
LAB-CARD-AAA739D91A3A,BNP,EVD-640A40C0CC715B2863F7-MYOCARDITIS,JCS 2023 Myocarditis.pdf 第55页证据（SEG-DOC-FD423F8E41BBFB24-55-GL-00164-MYOCARDITIS）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
LAB-CARD-AAA739D91A3A,BNP,EVD-640A40C0CC715B2863F7-PERICARDITIS,JCS 2023 Myocarditis.pdf 第55页证据（SEG-DOC-FD423F8E41BBFB24-55-GL-00165-PERICARDITIS）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
MED-CARD-STD-C685CE7163,维拉帕米,EVD-6427FA5AE6CBAE4E7001-AF,中国心房颤动管理指南（2025）.pdf 第46页证据（SEG-DOC-4BF1E6843E30FAE5-46-GL-00174-AF）,supported_by_evidence,MED-CARD-C685CE7163F5
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-6427FA5AE6CBAE4E7001-AF,中国心房颤动管理指南（2025）.pdf 第46页证据（SEG-DOC-4BF1E6843E30FAE5-46-GL-00174-AF）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-643CE5176436D1170488-ACS,2018 ESC EACTS Guidelines on myocardial revascularization.pdf 第7页证据（SEG-DOC-E0F939A44074F320-7-GL-00006-ACS）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-643CE5176436D1170488-ACS,2018 ESC EACTS Guidelines on myocardial revascularization.pdf 第7页证据（SEG-DOC-E0F939A44074F320-7-GL-00006-ACS）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-643CE5176436D1170488-STEMI,2018 ESC EACTS Guidelines on myocardial revascularization.pdf 第7页证据（SEG-DOC-E0F939A44074F320-7-GL-00007-STEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-643CE5176436D1170488-STEMI,2018 ESC EACTS Guidelines on myocardial revascularization.pdf 第7页证据（SEG-DOC-E0F939A44074F320-7-GL-00007-STEMI）,supported_by_evidence,MED-CARD-EAA01CFD434E
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-649E549983E2D0944723-DYSLIPIDEMIA,《内科学（第10版）》.docx 第N/A页证据（SEG-DOC-CF62B75AEC93F1A6-P11738-12857-GL-00079-DYSLIPIDEMIA）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
MED-CARD-STD-C685CE7163,维拉帕米,EVD-64CE5E3F5294419F6DD9-AVRT,室上性心动过速诊断及治疗中国专家共识(2021).pdf 第30页证据（SEG-DOC-04A6231207D5F4D6-30-GL-00200-AVRT）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-C685CE7163,维拉帕米,EVD-64CE5E3F5294419F6DD9-WPW,室上性心动过速诊断及治疗中国专家共识(2021).pdf 第30页证据（SEG-DOC-04A6231207D5F4D6-30-GL-00201-WPW）,supported_by_evidence,MED-CARD-C685CE7163F5
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-650E37E4741B71346E39-DYSLIPIDEMIA,《内科学（第10版）》.pdf 第764页证据（SEG-DOC-C0BB559FA2C8448A-764-GL-00018-DYSLIPIDEMIA）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-6589FB586A052D884A2C-AR,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00138-AR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-6589FB586A052D884A2C-AR,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00138-AR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-6589FB586A052D884A2C-AS,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00137-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-6589FB586A052D884A2C-AS,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00137-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-6589FB586A052D884A2C-MR,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00140-MR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-6589FB586A052D884A2C-MR,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00140-MR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-6589FB586A052D884A2C-MS,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00139-MS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-6589FB586A052D884A2C-MS,ESC／EACTS指南：瓣膜性心脏病的管理（2021） .pdf 第47页证据（SEG-DOC-75647A0637C99A01-47-GL-00139-MS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-65ADA261F6E419B9A52E-CCS,CCS ESC 2019.pdf 第32页证据（SEG-DOC-78579EFFB060EF72-32-GL-00048-CCS）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-65ADA261F6E419B9A52E-CCS,CCS ESC 2019.pdf 第32页证据（SEG-DOC-78579EFFB060EF72-32-GL-00048-CCS）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-C685CE7163,维拉帕米,EVD-665D797D1DF306C8FB0C-AFL,《内科学（第10版）》.docx 第None页证据（SEG-DOC-CF62B75AEC93F1A6-P02936-03170-GL-00060-AFL）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-DE220086E9,硝酸甘油,EVD-6669F3409D38599D7270-AMI,冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf 第12页证据（SEG-DOC-EC5A88A34A19CF0B-12-GL-00030-AMI）,supported_by_evidence,MED-CARD-CC1DDBE4EFA8
MED-CARD-STD-DE220086E9,硝酸甘油,EVD-6669F3409D38599D7270-ANGINA,冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf 第12页证据（SEG-DOC-EC5A88A34A19CF0B-12-GL-00033-ANGINA）,supported_by_evidence,MED-CARD-CC1DDBE4EFA8
MED-CARD-STD-DE220086E9,硝酸甘油,EVD-6669F3409D38599D7270-CCS,冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf 第12页证据（SEG-DOC-EC5A88A34A19CF0B-12-GL-00032-CCS）,supported_by_evidence,MED-CARD-CC1DDBE4EFA8
MED-CARD-STD-DE220086E9,硝酸甘油,EVD-6669F3409D38599D7270-NSTEMI,冠状动脉粥样硬化性心脏病患者药物治疗管理路径专家共识_周洋.pdf 第12页证据（SEG-DOC-EC5A88A34A19CF0B-12-GL-00031-NSTEMI）,supported_by_evidence,MED-CARD-CC1DDBE4EFA8
LAB-CARD-AAA739D91A3A,BNP,EVD-66861ECAE552AE24D4E4-PERICARDITIS,《内科学（第10版）》.pdf 第350页证据（SEG-DOC-C0BB559FA2C8448A-350-GL-00081-PERICARDITIS）,supported_by_evidence,CARD-SKELETON-20260709-LABTEST-C35CBC9355102D0B
MED-CARD-STD-DE220086E9,硝酸甘油,EVD-66A077B54ED26FA762CD-AMI,《内科学（第10版）》.pdf 第975页证据（SEG-DOC-C0BB559FA2C8448A-975-GL-00258-AMI）,supported_by_evidence,MED-CARD-CC1DDBE4EFA8
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-66CC952B8B878DCA1634-ACS,NSTE-ACS ACC 2014.pdf 第36页证据（SEG-DOC-43E2E1C7083A9CD6-36-GL-00378-ACS）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-66CC952B8B878DCA1634-ACS,NSTE-ACS ACC 2014.pdf 第36页证据（SEG-DOC-43E2E1C7083A9CD6-36-GL-00378-ACS）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-66CC952B8B878DCA1634-NSTEMI,NSTE-ACS ACC 2014.pdf 第36页证据（SEG-DOC-43E2E1C7083A9CD6-36-GL-00379-NSTEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-66CC952B8B878DCA1634-NSTEMI,NSTE-ACS ACC 2014.pdf 第36页证据（SEG-DOC-43E2E1C7083A9CD6-36-GL-00379-NSTEMI）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-6702A9251E7F56B1FE21-AMI,冠心病双联抗血小板治疗中国专家共识.pdf 第7页证据（SEG-DOC-AFBC49A750345874-7-GL-00031-AMI）,supported_by_evidence,MED-CARD-EAA01CFD434E
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-674372FEEACB987BCF18-AF,中国心房颤动管理指南（2025）.pdf 第8页证据（SEG-DOC-4BF1E6843E30FAE5-8-GL-00031-AF）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-674A318C96D4760982B1-AMI,经皮冠状动脉介入治疗指南（2025）.pdf 第9页证据（SEG-DOC-99DE8941F1F5EDF3-9-GL-00035-AMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-674A5A2775DD191CD0F7-AF,ESC／EACTS指南：房颤的管理（2024）.pdf 第53页证据（SEG-DOC-395E289047E6B856-53-GL-00178-AF）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-C685CE7163,维拉帕米,EVD-67BF8F5FC10AF3C5F923-AF,AF ESC 2024.pdf 第39页证据（SEG-DOC-1E93BC5684F37443-39-GL-00134-AF）,supported_by_evidence,MED-CARD-C685CE7163F5
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-67CC4D5636A72A92ADD3-ACS,NSTE-ACS ACC 2014.pdf 第34页证据（SEG-DOC-43E2E1C7083A9CD6-34-GL-00352-ACS）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-67CC4D5636A72A92ADD3-ACS,NSTE-ACS ACC 2014.pdf 第34页证据（SEG-DOC-43E2E1C7083A9CD6-34-GL-00352-ACS）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-67CC4D5636A72A92ADD3-NSTEMI,NSTE-ACS ACC 2014.pdf 第34页证据（SEG-DOC-43E2E1C7083A9CD6-34-GL-00353-NSTEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-67CC4D5636A72A92ADD3-NSTEMI,NSTE-ACS ACC 2014.pdf 第34页证据（SEG-DOC-43E2E1C7083A9CD6-34-GL-00353-NSTEMI）,supported_by_evidence,MED-CARD-EAA01CFD434E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-68216F885DDD876DC48A-STEMI,STEMI ACC 2013.pdf 第15页证据（SEG-DOC-73C01373FC69F764-15-GL-00017-STEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-688D26164DEE24C169CD-NSTEMI,CCS ESC 2024.pdf 第7页证据（SEG-DOC-01AF04BA6618BFA0-7-GL-00008-NSTEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-DE220086E9,硝酸甘油,EVD-688D26164DEE24C169CD-NSTEMI,CCS ESC 2024.pdf 第7页证据（SEG-DOC-01AF04BA6618BFA0-7-GL-00008-NSTEMI）,supported_by_evidence,MED-CARD-CC1DDBE4EFA8
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-688D26164DEE24C169CD-STEMI,CCS ESC 2024.pdf 第7页证据（SEG-DOC-01AF04BA6618BFA0-7-GL-00007-STEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-DE220086E9,硝酸甘油,EVD-688D26164DEE24C169CD-STEMI,CCS ESC 2024.pdf 第7页证据（SEG-DOC-01AF04BA6618BFA0-7-GL-00007-STEMI）,supported_by_evidence,MED-CARD-CC1DDBE4EFA8
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-68C6D0D40D44D403398C-ACS,NSTE-ACS ESC 2020.pdf 第28页证据（SEG-DOC-DFD3AED1BB841FF3-28-GL-00087-ACS）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-6926A580338F3B8A286E-STEMI,STEMI ESC 2017.pdf 第37页证据（SEG-DOC-608DDED17DA46BC7-37-GL-00078-STEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-9BB6ABC99A,氯吡格雷,EVD-6926A580338F3B8A286E-STEMI,STEMI ESC 2017.pdf 第37页证据（SEG-DOC-608DDED17DA46BC7-37-GL-00078-STEMI）,supported_by_evidence,MED-CARD-EAA01CFD434E
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-699EC0CE99CC50735828-AMI,《内科学（第10版）》.pdf 第303页证据（SEG-DOC-C0BB559FA2C8448A-303-GL-00187-AMI）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-6A1730622A7DE4100BB6-AR,《内科学（第10版）》.pdf 第336页证据（SEG-DOC-C0BB559FA2C8448A-336-GL-00107-AR）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-6A1730622A7DE4100BB6-AS,《内科学（第10版）》.pdf 第336页证据（SEG-DOC-C0BB559FA2C8448A-336-GL-00106-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
PROC-CARD-2FA3B15D2F3F,TAVI,EVD-6A9C008DC017FCDE2C5B-AS,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第46页证据（SEG-DOC-4317086452C7EB3A-46-GL-00373-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
"['PROC-CARD-TEXT-53ECAA23AE', 'PROC-CARD-B8BE09194D42']",经导管主动脉瓣置换术,EVD-6A9C008DC017FCDE2C5B-AS,ACC／AHA指南：心脏瓣膜病患者的管理（2020）.pdf 第46页证据（SEG-DOC-4317086452C7EB3A-46-GL-00373-AS）,supported_by_evidence,PROC-CARD-TEXT-53ECAA23AE
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-6B7422047AAFF9BC1AAC-ACS,经皮冠状动脉介入治疗指南（2025）.pdf 第12页证据（SEG-DOC-99DE8941F1F5EDF3-12-GL-00043-ACS）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-6B7422047AAFF9BC1AAC-CCS,经皮冠状动脉介入治疗指南（2025）.pdf 第12页证据（SEG-DOC-99DE8941F1F5EDF3-12-GL-00046-CCS）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-6B7422047AAFF9BC1AAC-NSTEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第12页证据（SEG-DOC-99DE8941F1F5EDF3-12-GL-00045-NSTEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-E03DF8E3FD,替格瑞洛,EVD-6B7422047AAFF9BC1AAC-STEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第12页证据（SEG-DOC-99DE8941F1F5EDF3-12-GL-00044-STEMI）,supported_by_evidence,MED-CARD-00A158EBF21E
MED-CARD-STD-68380EE96C,比索洛尔,EVD-6B7F95029514A3392332-ACS,NSTE-ACS ACC 2014.pdf 第21页证据（SEG-DOC-43E2E1C7083A9CD6-21-GL-00188-ACS）,supported_by_evidence,MED-CARD-2CF15595A00F
MED-CARD-STD-1691342E51,美托洛尔,EVD-6B7F95029514A3392332-ACS,NSTE-ACS ACC 2014.pdf 第21页证据（SEG-DOC-43E2E1C7083A9CD6-21-GL-00188-ACS）,supported_by_evidence,MED-CARD-C9175F150C3D
MED-CARD-STD-68380EE96C,比索洛尔,EVD-6B7F95029514A3392332-NSTEMI,NSTE-ACS ACC 2014.pdf 第21页证据（SEG-DOC-43E2E1C7083A9CD6-21-GL-00189-NSTEMI）,supported_by_evidence,MED-CARD-2CF15595A00F
MED-CARD-STD-1691342E51,美托洛尔,EVD-6B7F95029514A3392332-NSTEMI,NSTE-ACS ACC 2014.pdf 第21页证据（SEG-DOC-43E2E1C7083A9CD6-21-GL-00189-NSTEMI）,supported_by_evidence,MED-CARD-C9175F150C3D
"['RF-CARD-DE0A9F1FE2C8', 'RISKCOMP-RISK-CARD-BD6FBD0D2712-高血压', 'RISKCOMP-RISK-CARD-E21D88A4688D-高血压']",高血压,EVD-6B80E07F31F2EDD2CDAB-CHD,《内科学（第10版）》.docx 第N/A页证据（SEG-DOC-CF62B75AEC93F1A6-P02812-03046-GL-00015-CHD）,supported_by_evidence,RF-CARD-DE0A9F1FE2C8
