rec_code,rec_name,clinical_review_status,review_status,cdss_release_level,formal_cdss_ready,disease_categories,diseases,disease_codes,action_n,action_names,action_codes,evidence_n,evidence_examples,rule_n,stage_n,disease_n,has_trigger,has_population,has_exclusion_or_contra,has_patient_fields,has_recommendation_class,has_evidence_level,has_statement_text,recommendation_class,evidence_level,gaps,qualification
REC-CDSS-BRADYAVB-ARR-AVB-03-01-TREAT,房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择房室传导阻滞治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,房室传导阻滞,DIS-CARD-ARR-AVB,5,阿托品；临时心脏起搏；房室传导阻滞治疗方案；起搏治疗；异丙肾上腺素,MED-CARD-ATROPINE；PROC-CARD-B69847521FA1；PLAN-CARD-4902C4C10300；PLAN-CARD-F7FB7035330D；MED-CARD-669F94E52F61,3,EVD-264A63760AAF3E2F73C4-AVB；EVD-8B983529A31A94FDB7CE-AVB；EVD-8849D09D36D0E2567E64-AVB,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB-04-01-FOLLOW,房室传导阻滞稳定期或治疗后，应按房室传导阻滞随访方案、房室传导阻滞预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,房室传导阻滞,DIS-CARD-ARR-AVB,2,房室传导阻滞预后；房室传导阻滞随访方案,PROG-CARD-9C8E49DBAF61；FU-CARD-51FF2D5376B7,3,EVD-FFE9F335E136617AA0C1-AVB；EVD-7A3CCC384FC0C027D000-AVB；EVD-8B983529A31A94FDB7CE-AVB,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB1-01-01-DIAG,疑似一度房室传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,一度房室传导阻滞,DIS-CARD-ARR-AVB1,4,电生理检查；心电图传导阻滞诊断依据；动态心电图；心电图,EXAM-CARD-TEXT-C33E64A777；DX-CARD-5F28B989F353；EXAM-HOLTER；EXAM-ECG,3,EVD-FEE06C9B5E496E4E59E4-AVB1；EVD-4F812B7FA1A350653315-AVB1；EVD-74D5F36B2E3E83601D64-AVB1,1,1,1,True,True,True,True,True,True,True,Ⅱa,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB1-02-01-RISK,一度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,一度房室传导阻滞,DIS-CARD-ARR-AVB1,1,血流动力学不稳定和心脏停搏风险,COMP-CARD-09909DBE960B,3,EVD-4F812B7FA1A350653315-AVB1；EVD-74D5F36B2E3E83601D64-AVB1；EVD-16A802061D09515EA9E8-AVB1,1,1,1,True,True,True,True,True,True,True,Ⅱa,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB1-03-01-TREAT,一度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择一度房室传导阻滞治疗方案。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,一度房室传导阻滞,DIS-CARD-ARR-AVB1,1,一度房室传导阻滞治疗方案,PLAN-CARD-85C17399C1E4,3,EVD-4F812B7FA1A350653315-AVB1；EVD-67FF67A32502B1FEEEEA-AVB1；EVD-16A802061D09515EA9E8-AVB1,1,1,1,True,True,True,True,True,True,True,Ⅱa,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB1-04-01-FOLLOW,一度房室传导阻滞稳定期或治疗后，应按一度房室传导阻滞随访方案、进展为高度传导阻滞或需起搏风险进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,一度房室传导阻滞,DIS-CARD-ARR-AVB1,2,进展为高度传导阻滞或需起搏风险；一度房室传导阻滞随访方案,PROG-CARD-0C7FA0305262；FU-CARD-D5CB12D1F799,3,EVD-FEE06C9B5E496E4E59E4-AVB1；EVD-74D5F36B2E3E83601D64-AVB1；EVD-4F812B7FA1A350653315-AVB1,1,1,1,True,True,True,True,True,True,True,Ⅱa,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB2-01-01-DIAG,疑似二度房室传导阻滞时，应结合心电图传导阻滞诊断依据、心电图及长程心电监测进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,二度房室传导阻滞,DIS-CARD-ARR-AVB2,2,心电图及长程心电监测；心电图传导阻滞诊断依据,EXAM-CARD-A096A6416690；DX-CARD-5F28B989F353,3,EVD-626C8CFB84C4137A3EA5-AVB2；EVD-FBCDCAA38A6F081DFE09-AVB2；EVD-B1283A597FF38E5672DA-AVB2,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB2-02-01-RISK,二度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,二度房室传导阻滞,DIS-CARD-ARR-AVB2,1,血流动力学不稳定和心脏停搏风险,COMP-CARD-09909DBE960B,3,EVD-FBCDCAA38A6F081DFE09-AVB2；EVD-626C8CFB84C4137A3EA5-AVB2；EVD-B1283A597FF38E5672DA-AVB2,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB2-03-01-TREAT,二度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择二度房室传导阻滞治疗方案。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,二度房室传导阻滞,DIS-CARD-ARR-AVB2,1,二度房室传导阻滞治疗方案,PLAN-CARD-1A90D3A039E7,3,EVD-626C8CFB84C4137A3EA5-AVB2；EVD-B1283A597FF38E5672DA-AVB2；EVD-9B58545C80245FA8430D-AVB2,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB2-04-01-FOLLOW,二度房室传导阻滞稳定期或治疗后，应按心电监测和起搏器随访、进展为高度传导阻滞或需起搏风险进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,二度房室传导阻滞,DIS-CARD-ARR-AVB2,2,心电监测和起搏器随访；进展为高度传导阻滞或需起搏风险,FU-CARD-51CB4B9C3711；PROG-CARD-0C7FA0305262,3,EVD-626C8CFB84C4137A3EA5-AVB2；EVD-FBCDCAA38A6F081DFE09-AVB2；EVD-B1283A597FF38E5672DA-AVB2,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB3-01-01-DIAG,疑似三度房室传导阻滞时，应结合心电图传导阻滞诊断依据、心电图、电生理检查进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,三度房室传导阻滞,DIS-CARD-ARR-AVB3,3,电生理检查；心电图传导阻滞诊断依据；心电图,EXAM-CARD-TEXT-C33E64A777；DX-CARD-5F28B989F353；EXAM-ECG,3,EVD-EAC3C82FAC5433C6ED45-AVB3；EVD-8B983529A31A94FDB7CE-AVB3；EVD-16A802061D09515EA9E8-AVB3,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB3-02-01-RISK,三度房室传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,三度房室传导阻滞,DIS-CARD-ARR-AVB3,1,血流动力学不稳定和心脏停搏风险,COMP-CARD-09909DBE960B,3,EVD-8B983529A31A94FDB7CE-AVB3；EVD-213FB6451C1E4AFE4B36-AVB3；EVD-EAC3C82FAC5433C6ED45-AVB3,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB3-03-01-TREAT,三度房室传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择三度房室传导阻滞治疗方案、阿托品。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,三度房室传导阻滞,DIS-CARD-ARR-AVB3,2,阿托品；三度房室传导阻滞治疗方案,MED-CARD-ATROPINE；PLAN-CARD-B5595FF75DE4,3,EVD-8B983529A31A94FDB7CE-AVB3；EVD-05843C8237A69A062548-AVB3；EVD-67FF67A32502B1FEEEEA-AVB3,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-AVB3-04-01-FOLLOW,三度房室传导阻滞稳定期或治疗后，应按三度房室传导阻滞随访方案、三度房室传导阻滞预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,三度房室传导阻滞,DIS-CARD-ARR-AVB3,2,三度房室传导阻滞预后；三度房室传导阻滞随访方案,PROG-CARD-E63C297CFB85；FU-CARD-1A92E2BC64AE,3,EVD-8B983529A31A94FDB7CE-AVB3；EVD-DA91BB443D6342B912B2-AVB3；EVD-EAC3C82FAC5433C6ED45-AVB3,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BBB-01-01-DIAG,疑似束支传导阻滞时，应结合束支传导阻滞诊断标准、心电图、电生理检查进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,束支传导阻滞,DIS-CARD-ARR-BBB,3,电生理检查；束支传导阻滞诊断标准；心电图,EXAM-CARD-TEXT-C33E64A777；DXC-CARD-464F39D5B91C；EXAM-ECG,3,EVD-1B71353C7B850F1F4A8A-BBB；EVD-E666ABF1B1E9805D9742-BBB；EVD-A9D5D66FC7B4540DB094-BBB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BBB-02-01-RISK,束支传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,束支传导阻滞,DIS-CARD-ARR-BBB,1,血流动力学不稳定和心脏停搏风险,COMP-CARD-09909DBE960B,3,EVD-FFB150BDDB1F8DC6E833-BBB；EVD-C0B2B8ADA80B8DC32A97-BBB；EVD-4DF6EEA103CFDD3D1193-BBB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BBB-03-01-TREAT,束支传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择束支传导阻滞治疗方案。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,束支传导阻滞,DIS-CARD-ARR-BBB,1,束支传导阻滞治疗方案,PLAN-CARD-00B9C7D70BD9,3,EVD-C4FCAEF25BED9DBA1230-BBB；EVD-15E5A74C063949CDA946-BBB；EVD-73475168C4B7422081E7-BBB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BBB-04-01-FOLLOW,束支传导阻滞稳定期或治疗后，应按束支传导阻滞随访方案、束支传导阻滞预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,束支传导阻滞,DIS-CARD-ARR-BBB,2,束支传导阻滞预后；束支传导阻滞随访方案,PROG-CARD-AC1AA13D157B；FU-CARD-AB65B96C0E3E,3,EVD-1B71353C7B850F1F4A8A-BBB；EVD-C0B2B8ADA80B8DC32A97-BBB；EVD-E666ABF1B1E9805D9742-BBB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BRADY-01-01-DIAG,疑似缓慢性心律失常时，应结合心电图传导阻滞诊断依据、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,缓慢性心律失常,DIS-CARD-ARR-BRADY,4,电生理检查；心电图；心电图传导阻滞诊断依据；动态心电图,EXAM-CARD-TEXT-C33E64A777；EXAM-ECG；DX-CARD-5F28B989F353；EXAM-HOLTER,3,EVD-9EFBB3D3B99F10E5C82A-BRADY；EVD-88CB9024D25597DCF1C8-BRADY；EVD-74D5F36B2E3E83601D64-BRADY,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BRADY-02-01-RISK,缓慢性心律失常确诊或高度疑似后，应结合缓慢性心律失常风险分层、血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,缓慢性心律失常,DIS-CARD-ARR-BRADY,2,血流动力学不稳定和心脏停搏风险；缓慢性心律失常风险分层,COMP-CARD-09909DBE960B；RISK-CARD-9E103A515A5B,3,EVD-8B983529A31A94FDB7CE-BRADY；EVD-8760EF070B7D90BABFC9-BRADY；EVD-F4EC62F448B2BFB6AF4F-BRADY,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BRADY-03-01-TREAT,缓慢性心律失常治疗应根据病情严重程度、禁忌证和患者特征选择缓慢性心律失常治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,缓慢性心律失常,DIS-CARD-ARR-BRADY,6,阿托品；心脏再同步治疗；起搏治疗；异丙肾上腺素；临时心脏起搏；缓慢性心律失常治疗方案,MED-CARD-ATROPINE；PROC-CARD-TEXT-D2C1F9E289；PLAN-CARD-F7FB7035330D；MED-CARD-669F94E52F61；PROC-CARD-B69847521FA1；PLAN-CARD-D48B04D85208,3,EVD-8B983529A31A94FDB7CE-BRADY；EVD-EE2E2C1E9E281DF11FC4-BRADY；EVD-2E26904851B37CC60FCE-BRADY,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-BRADY-04-01-FOLLOW,缓慢性心律失常稳定期或治疗后，应按缓慢性心律失常随访方案、缓慢性心律失常预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,缓慢性心律失常,DIS-CARD-ARR-BRADY,2,缓慢性心律失常随访方案；缓慢性心律失常预后,FU-CARD-08F38C951B27；PROG-CARD-E762BAE3A98A,3,EVD-8B983529A31A94FDB7CE-BRADY；EVD-690F84B00EEAE784DEE0-BRADY；EVD-F51226FC2314A4A0DF93-BRADY,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SAB-01-01-DIAG,疑似窦房传导阻滞时，应结合心电图传导阻滞诊断依据、动态心电图、心电图进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房传导阻滞,DIS-CARD-ARR-SAB,3,心电图传导阻滞诊断依据；动态心电图；心电图,DX-CARD-5F28B989F353；EXAM-HOLTER；EXAM-ECG,3,EVD-10671EDDA814284DEA8C-SAB；EVD-03738107C48965887852-SAB；EVD-4E5E67243E71C7DEA658-SAB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SAB-02-01-RISK,窦房传导阻滞确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房传导阻滞,DIS-CARD-ARR-SAB,1,血流动力学不稳定和心脏停搏风险,COMP-CARD-09909DBE960B,3,EVD-213FB6451C1E4AFE4B36-SAB；EVD-E76084FCB4CF7D6F60D5-SAB；EVD-DD0E22004FAE9372E249-SAB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SAB-03-01-TREAT,窦房传导阻滞治疗应根据病情严重程度、禁忌证和患者特征选择窦房传导阻滞治疗方案。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房传导阻滞,DIS-CARD-ARR-SAB,1,窦房传导阻滞治疗方案,PLAN-CARD-B809AAF4889D,3,EVD-213FB6451C1E4AFE4B36-SAB；EVD-54A529E148CF66417E83-SAB；EVD-4E5E67243E71C7DEA658-SAB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SAB-04-01-FOLLOW,窦房传导阻滞稳定期或治疗后，应按心电监测和起搏器随访、进展为高度传导阻滞或需起搏风险进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房传导阻滞,DIS-CARD-ARR-SAB,2,进展为高度传导阻滞或需起搏风险；心电监测和起搏器随访,PROG-CARD-0C7FA0305262；FU-CARD-51CB4B9C3711,3,EVD-E9DA6046FA020AF5CDA3-SAB；EVD-E76084FCB4CF7D6F60D5-SAB；EVD-DD0E22004FAE9372E249-SAB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SB-01-01-DIAG,疑似窦性心动过缓时，应结合窦性心动过缓诊断标准、动态心电图、心电图、电生理检查进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦性心动过缓,DIS-CARD-ARR-SB,4,电生理检查；心电图；窦性心动过缓诊断标准；动态心电图,EXAM-CARD-TEXT-C33E64A777；EXAM-ECG；DXC-CARD-5121D5B9EC6F；EXAM-HOLTER,3,EVD-7E8B1D14C478CA398A11-SB；EVD-B8042B8F892247528D81-SB；EVD-03738107C48965887852-SB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SB-02-01-RISK,窦性心动过缓确诊或高度疑似后，应结合窦性心动过缓风险分层、血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦性心动过缓,DIS-CARD-ARR-SB,2,窦性心动过缓风险分层；血流动力学不稳定和心脏停搏风险,RISK-CARD-CC0A1ACB963B；COMP-CARD-09909DBE960B,3,EVD-213FB6451C1E4AFE4B36-SB；EVD-8B983529A31A94FDB7CE-SB；EVD-3051AD47144FE40D76BC-SB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SB-03-01-TREAT,窦性心动过缓治疗应根据病情严重程度、禁忌证和患者特征选择窦性心动过缓治疗方案、起搏治疗、异丙肾上腺素、阿托品、临时心脏起搏等。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦性心动过缓,DIS-CARD-ARR-SB,6,阿托品；心脏再同步治疗；窦性心动过缓治疗方案；临时心脏起搏；异丙肾上腺素；起搏治疗,MED-CARD-ATROPINE；PROC-CARD-TEXT-D2C1F9E289；PLAN-CARD-84E0BB8F1329；PROC-CARD-B69847521FA1；MED-CARD-669F94E52F61；PLAN-CARD-F7FB7035330D,3,EVD-798595CE5022B003E682-SB；EVD-E71757F7CB3C445E97FA-SB；EVD-37852F5AD4D850FB2EA0-SB,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SB-04-01-FOLLOW,窦性心动过缓稳定期或治疗后，应按窦性心动过缓随访方案、窦性心动过缓预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦性心动过缓,DIS-CARD-ARR-SB,2,窦性心动过缓随访方案；窦性心动过缓预后,FU-CARD-02081EF83A1E；PROG-CARD-EB4A5A7F85F3,3,EVD-37852F5AD4D850FB2EA0-SB；EVD-798595CE5022B003E682-SB；EVD-8B983529A31A94FDB7CE-SB,1,1,1,True,True,True,True,True,True,True,Ⅰ,B,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SND-01-01-DIAG,疑似窦房结功能障碍时，应结合窦房结功能障碍诊断标准、动态心电图、心电图、电生理检查、阿托品试验进行诊断确认和必要鉴别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房结功能障碍,DIS-CARD-ARR-SND,5,电生理检查；心电图；阿托品试验；动态心电图；窦房结功能障碍诊断标准,EXAM-CARD-TEXT-C33E64A777；EXAM-ECG；EXAM-CARD-7B3D7DB3D83E；EXAM-HOLTER；DXC-CARD-B000729B8734,3,EVD-A8695F72AE745B013D17-SND；EVD-42841235E477BFFC3804-SND；EVD-03738107C48965887852-SND,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SND-02-01-RISK,窦房结功能障碍确诊或高度疑似后，应结合血流动力学不稳定和心脏停搏风险进行风险分层和高危因素识别。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房结功能障碍,DIS-CARD-ARR-SND,1,血流动力学不稳定和心脏停搏风险,COMP-CARD-09909DBE960B,3,EVD-A8695F72AE745B013D17-SND；EVD-9A773341D9CDBB3D8145-SND；EVD-B75B5D32DB49615C2728-SND,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SND-03-01-TREAT,窦房结功能障碍治疗应根据病情严重程度、禁忌证和患者特征选择窦房结功能障碍治疗方案、异丙肾上腺素、阿托品。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房结功能障碍,DIS-CARD-ARR-SND,3,阿托品；窦房结功能障碍治疗方案；异丙肾上腺素,MED-CARD-ATROPINE；PLAN-CARD-26AF9C4155B7；MED-CARD-669F94E52F61,3,EVD-3F52E091D84BF49B6328-SND；EVD-B75B5D32DB49615C2728-SND；EVD-8849D09D36D0E2567E64-SND,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-BRADYAVB-ARR-SND-04-01-FOLLOW,窦房结功能障碍稳定期或治疗后，应按心电监测和起搏器随访、窦房结功能障碍预后进行随访和复评。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,心律失常；起搏治疗相关疾病,窦房结功能障碍,DIS-CARD-ARR-SND,2,窦房结功能障碍预后；心电监测和起搏器随访,PROG-CARD-F0BCFD06FAC8；FU-CARD-51CB4B9C3711,3,EVD-665D797D1DF306C8FB0C-SND；EVD-A8695F72AE745B013D17-SND；EVD-57339EC65B392E67A5E5-SND,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-CAD-ACS-01-01-ECG-TROP,疑似ACS应优先进行心电图和心肌肌钙蛋白评估。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,冠状动脉粥样硬化性心脏病,急性冠脉综合征,DIS-CARD-CAD-ACS,3,心电图；肌酸激酶同工酶（CK-MB）；心肌肌钙蛋白,EXAM-ECG；LAB-CARD-960C7CE8E22B；LAB-CARD-A9EC1D4DA037,3,EVD-9A9489A580AF81E3951A-ACS；EVD-A98A92CD2291978A60B6-ACS；EVD-FE6B0ED47605659EDC52-ACS,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
REC-CDSS-CAD-ACS-02-01-RISK,ACS应结合心电图、肌钙蛋白、GRACE/TIMI评分进行分型和风险分层。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,冠状动脉粥样硬化性心脏病,急性冠脉综合征,DIS-CARD-CAD-ACS,4,急性冠脉综合征诊断标准；GRACE评分；急性冠脉综合征风险分层；TIMI评分,DXC-CARD-30F656ACB669；RISK-CARD-9566F1411AE9；RISK-CARD-118DE6495635；RISK-CARD-638FD4C2210F,3,EVD-1EBE1F965F69378B6891-ACS；EVD-20A67C3A1E2525460DB1-ACS；EVD-87B691B46CA351DEFF65-ACS,1,1,1,True,True,True,True,True,True,True,Ⅰ,C,,结构完整但字段不足/待审核
REC-CDSS-CAD-ACS-03-01-ANTITHROMBOTIC,ACS抗栓治疗应拆分到抗血小板、P2Y12受体抑制剂和抗凝药物，并核对禁忌证。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,冠状动脉粥样硬化性心脏病,急性冠脉综合征,DIS-CARD-CAD-ACS,5,氯吡格雷；替格瑞洛；抗血小板治疗；阿司匹林；抗凝治疗,MED-CARD-STD-9BB6ABC99A；MED-CARD-STD-E03DF8E3FD；PLAN-CARD-42FD049DCDB5；MED-CARD-9F606AC80BFD；PLAN-CARD-A1C4E6332D38,3,EVD-FDE6879474D3DE0A5D40-ACS；EVD-A461939A6CD470240837-ACS；EVD-8D91E281B0419B978A87-ACS,1,1,1,True,True,True,True,True,True,True,Ⅰ,A,,结构完整但字段不足/待审核
REC-CDSS-CAD-ACS-03-02-REVASC,ACS患者应按分型、风险和PCI可及性评估冠状动脉造影、PCI或再灌注治疗。,pending_clinical_use_effect_review,ai_prechecked,test_recommendation,false,冠状动脉粥样硬化性心脏病,急性冠脉综合征,DIS-CARD-CAD-ACS,3,冠状动脉造影；再灌注治疗；经皮冠状动脉介入治疗,EXAM-CAG；PLAN-CARD-3972CBC8228B；PROC-CARD-E9ADC25A25E3,3,EVD-B29AB77406EAACC7B162-ACS；EVD-F926E7645A0F23664401-ACS；EVD-37E0CF7DE9DBA48CF0EE-ACS,1,1,1,True,True,True,True,True,True,True,未分级/指南未显式标注,未分级/指南未显式标注,,结构完整但字段不足/待审核
