疾病,疾病编码,治疗方案,治疗方案编码,是否已标记非正式推荐入口,使用范围,正式推荐入口要求
预激综合征,DIS-CARD-ARR-WPW,抗凝治疗,PLAN-CARD-A1C4E6332D38,True,knowledge_explore_only,RecommendationStatement->recommends_action
预激综合征,DIS-CARD-ARR-WPW,药物转复,PLAN-CARD-64B52A7B760E,True,knowledge_explore_only,RecommendationStatement->recommends_action
预激综合征,DIS-CARD-ARR-WPW,迷走神经刺激,PLAN-CARD-741F70867FDD,True,knowledge_explore_only,RecommendationStatement->recommends_action
预激综合征,DIS-CARD-ARR-WPW,预激综合征治疗方案,PLAN-CARD-C6D5D3242A03,True,knowledge_explore_only,RecommendationStatement->recommends_action
风湿性心脏瓣膜病,DIS-CARD-VHD-RHD,风湿性心脏瓣膜病治疗方案,PLAN-CARD-4D9DB801D1D6,True,knowledge_explore_only,RecommendationStatement->recommends_action
高胆固醇血症,DIS-CARD-HYPERCHOLESTEROLEMIA,高胆固醇血症治疗方案,PLAN-CARD-7258BD0D7F5E,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压,DIS-CARD-HT,生活方式干预,PLAN-CARD-2081B78ED14D,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压,DIS-CARD-HT,联合降压治疗,PLAN-CARD-0CDCF256C0E6,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压,DIS-CARD-HT,降压治疗,PLAN-CARD-BDE62A3BE028,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压,DIS-CARD-HT,高血压急症降压治疗,PLAN-CARD-34D17C2BA3F6,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压亚急症,DIS-CARD-HT-URGENCY,降压治疗,PLAN-CARD-BDE62A3BE028,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压急症,DIS-CARD-HT-EMERGENCY,生活方式干预,PLAN-CARD-2081B78ED14D,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压急症,DIS-CARD-HT-EMERGENCY,联合降压治疗,PLAN-CARD-0CDCF256C0E6,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压急症,DIS-CARD-HT-EMERGENCY,降压治疗,PLAN-CARD-BDE62A3BE028,True,knowledge_explore_only,RecommendationStatement->recommends_action
高血压急症和亚急症,DIS-CARD-HTN-EMERGENCY,降压治疗,PLAN-CARD-BDE62A3BE028,True,knowledge_explore_only,RecommendationStatement->recommends_action
