推荐编码,推荐名称,是否正式CDSS推荐,审核状态,发布层级,疾病大类,疾病,推荐动作数,推荐动作示例,证据数,临床规则数,诊疗阶段数,关联疾病数,推荐等级,证据等级,缺口,复核结论
REC-CDSS-CM-ACM-02-01-RISK,ACM应进行猝死风险分层，必要时评估ICD，并避免高强度竞技运动。,True,clinical_ready,formal,心肌病,致心律失常性心肌病,3,动态心电图；埋藏式心脏复律除颤器；致心律失常性心肌病风险分层,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CM-ACM-03-01-TREAT,ACM治疗应结合心律失常控制、ICD适应证、心衰治疗和定期随访复评。,True,clinical_ready,formal,心肌病,致心律失常性心肌病,4,埋藏式心脏复律除颤器；ACM谱系定期随访和猝死风险复评；胺碘酮；致心律失常性心肌病治疗方案,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-ALVC-01-01-DIAG,疑似ALVC应结合CMR-LGE、心电/动态心电图和基因检测评估左室受累。,True,clinical_ready,formal,心肌病,致心律失常性左心室心肌病,5,心脏磁共振；钆延迟增强；动态心电图；ALVC左心室受累诊断流程；基因检测,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-ALVC-02-01-TREAT,ALVC应进行猝死风险复评，必要时评估ICD、抗心律失常治疗和心衰治疗。,True,clinical_ready,formal,心肌病,致心律失常性左心室心肌病,5,致心律失常性左心室心肌病随访方案；胺碘酮；致心律失常性左心室心肌病治疗方案；埋藏式心脏复律除颤器；致心律失常性左心室心肌病风险分层,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-AMYLOID-01-01-DIAG,疑似淀粉样变心肌病应结合超声、CMR、心脏生物标志物和必要时心肌活检进行诊断和分型。,True,clinical_ready,formal,心肌病,淀粉样变心肌病,5,超声心动图；淀粉样变心肌病诊断标准；心内膜心肌活检；心脏磁共振；心脏生物标志物检测,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CM-AMYLOID-02-01-TREAT,淀粉样变心肌病应按分型进行病因治疗评估，并进行心衰管理和长期随访。,True,clinical_ready,formal,心肌病,淀粉样变心肌病,3,利尿剂；淀粉样变心肌病随访方案；淀粉样变心肌病治疗方案,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-ARVC-01-01-DIAG,疑似ARVC应结合心电图、动态心电图、CMR、基因检测和诊断标准确认诊断。,True,clinical_ready,formal,心肌病,致心律失常性右心室心肌病,5,基因检测；致心律失常性右心室心肌病诊断标准；心脏磁共振；心电图；动态心电图,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-ARVC-02-01-TREAT,ARVC应进行猝死风险分层，必要时评估ICD、抗心律失常药物和长期随访。,True,clinical_ready,formal,心肌病,致心律失常性右心室心肌病,5,胺碘酮；致心律失常性右心室心肌病随访方案；埋藏式心脏复律除颤器；致心律失常性右心室心肌病风险分层；致心律失常性右心室心肌病治疗方案,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-ATRIAL-01-01-DIAG,心房心肌病应结合房性心律失常、心房结构/功能异常和EHRA组织学分型框架进行评估。,True,clinical_ready,formal,心肌病,心房心肌病,4,EHRA心房心肌病组织学分型诊断框架；动态心电图；超声心动图；心电图,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-ATRIAL-02-01-TREAT,心房心肌病合并房性心律失常时，应评估抗凝、心室率控制和长期随访。,True,clinical_ready,formal,心肌病,心房心肌病,4,控制心室率；房性心律失常与卒中风险管理；心房心肌病随访方案；抗凝治疗,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-DCM-01-01-DIAG,疑似扩张型心肌病应结合超声心动图、心脏磁共振、LVEF和病因排查确认诊断。,True,clinical_ready,formal,心肌病,扩张型心肌病,5,冠状动脉造影；左心室射血分数；心脏磁共振；超声心动图；扩张型心肌病诊断标准,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-DCM-02-01-GDMT,DCM合并心衰或LVEF下降时，应评估ACEI/ARB、β受体阻滞剂、利尿剂和醛固酮受体拮抗剂。,True,clinical_ready,formal,心肌病,扩张型心肌病,6,血管紧张素Ⅱ受体拮抗剂；扩张型心肌病治疗方案；利尿剂；醛固酮受体拮抗剂；血管紧张素转换酶抑制剂；β受体阻滞剂,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-DCM-02-02-DEVICE,DCM经规范治疗后仍有低LVEF或高危心律失常时，应评估ICD或心脏再同步治疗。,True,clinical_ready,formal,心肌病,扩张型心肌病,4,心电图；心脏再同步治疗；动态心电图；埋藏式心脏复律除颤器,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-DCM-03-01-FOLLOW,DCM应定期复评心功能、心律失常、遗传风险和是否需要高级心衰治疗。,True,clinical_ready,formal,心肌病,扩张型心肌病,5,超声心动图；扩张型心肌病随访方案；心脏移植；动态心电图；基因检测,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-CM-FABRY-01-01-DIAG,疑似法布雷病心肌病应结合α-半乳糖苷酶A活性、基因检测、CMR和必要时心肌活检确认诊断。,True,clinical_ready,formal,心肌病,法布雷病心肌病,4,酶活性、基因检测和心肌活检诊断；心脏磁共振；基因检测；心内膜心肌活检,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-CM-FABRY-02-01-TREAT,法布雷病心肌病应评估酶替代治疗，并长期监测心脏结构、心律和功能。,True,clinical_ready,formal,心肌病,法布雷病心肌病,4,法布雷病心肌病治疗方案；法布雷病心肌病长期心脏随访；阿加糖酶α；阿加糖酶β,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-HCM-01-01-DIAG,疑似肥厚型心肌病应结合超声心动图、心脏磁共振、最大室壁厚度和家族史确认诊断。,True,clinical_ready,formal,心肌病,肥厚型心肌病,5,最大室壁厚度；心脏磁共振；肥厚型心肌病诊断标准；基因检测；超声心动图,3,1,1,1,I,B,,通过
REC-CDSS-CM-HCM-02-01-SCD-RISK,HCM确诊后应评估猝死风险并判断ICD适应证。,True,clinical_ready,formal,心肌病,肥厚型心肌病,4,埋藏式心脏复律除颤器；肥厚型心肌病风险分层；动态心电图；钆延迟增强,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CM-HCM-03-01-MED,有症状HCM患者应优先评估β受体阻滞剂或非二氢吡啶类钙通道阻滞剂。,True,clinical_ready,formal,心肌病,肥厚型心肌病,3,β受体阻滞剂；非二氢吡啶类钙通道阻滞剂；肥厚型心肌病治疗方案,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CM-HCM-03-02-SRT,药物治疗后仍有重度症状且存在显著LVOTO时，可评估室间隔切除术或酒精室间隔消融术。,True,clinical_ready,formal,心肌病,肥厚型心肌病,2,酒精室间隔消融术；室间隔切除术,3,1,1,1,Ⅱa,C,,通过
REC-CDSS-CM-HCM-04-01-FOLLOW,HCM应定期复评症状、心电/动态心电图、影像学和家系风险。,True,clinical_ready,formal,心肌病,肥厚型心肌病,5,肥厚型心肌病随访方案；心电图；心脏磁共振；超声心动图；动态心电图,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-CM-ICM-01-01-DIAG,疑似缺血性心肌病应结合冠状动脉造影、超声心动图、CMR和LVEF评估确认缺血性病因。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,5,心脏磁共振；缺血性心肌病诊断标准；冠状动脉造影；左心室射血分数；超声心动图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-ICM-02-01-REVASC,缺血性心肌病应在规范药物治疗基础上评估冠状动脉造影、PCI或其他血运重建策略。,True,clinical_ready,formal,冠状动脉粥样硬化性心脏病；心肌病,缺血性心肌病,4,冠状动脉造影；缺血性心肌病治疗方案；缺血性心肌病随访方案；经皮冠状动脉介入治疗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-NDLVCM-01-01-DIAG,疑似非扩张型左心室心肌病应结合CMR-LGE、左室功能、心电/动态心电图和基因检测进行诊断。,True,clinical_ready,formal,心肌病,非扩张型左心室心肌病,5,心脏磁共振；CMR-LGE非缺血性瘢痕诊断依据；动态心电图；基因检测；钆延迟增强,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-NDLVCM-02-01-RISK,NDLVCM应长期复评表型、LGE、心律失常和猝死风险，必要时评估ICD。,True,clinical_ready,formal,心肌病,非扩张型左心室心肌病,3,埋藏式心脏复律除颤器；非扩张型左心室心肌病治疗方案；NDLVCM长期表型和猝死风险随访,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-RCM-01-01-DIAG,疑似限制型心肌病应结合超声、心脏磁共振和必要时心内膜心肌活检明确病因。,True,clinical_ready,formal,心肌病,限制型心肌病,4,超声心动图；限制型心肌病诊断标准；心脏磁共振；心内膜心肌活检,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-CM-RCM-02-01-TREAT,RCM治疗应围绕病因治疗、容量控制、心律失常管理和必要时高级心衰治疗评估。,True,clinical_ready,formal,心肌病,限制型心肌病,4,限制型心肌病随访方案；利尿剂；限制型心肌病治疗方案；心脏移植,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-01-01-DIAG,疑似心力衰竭时，应结合心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,心力衰竭,4,超声心动图；左心室射血分数；心力衰竭诊断标准；利钠肽,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-02-01-RISK,心力衰竭确诊或高度疑似后，应结合心力衰竭风险分层、利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,心力衰竭,2,心力衰竭风险分层；利尿剂抵抗,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-03-01-TREAT,心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择心力衰竭治疗方案、β受体阻滞剂、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂等。,True,clinical_ready,formal,心力衰竭,心力衰竭,7,血管紧张素Ⅱ受体阻滞剂；袢利尿剂；盐皮质激素受体拮抗剂；血管紧张素受体脑啡肽酶抑制剂；心力衰竭治疗方案；血管紧张素转换酶抑制剂；β受体阻滞剂,3,1,1,1,Ⅱa,C,,通过
REC-CDSS-HF-HF-04-01-FOLLOW,心力衰竭稳定期或治疗后，应按心力衰竭随访方案、心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,心力衰竭,2,心力衰竭预后；心力衰竭随访方案,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-HF-HF-AHF-01-01-DIAG,疑似急性心力衰竭时，应结合心力衰竭诊断标准、急性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,急性心力衰竭,5,利钠肽；左心室射血分数；超声心动图；心力衰竭诊断标准；急性心力衰竭诊断标准,3,1,1,1,Ⅱb,B,,通过
REC-CDSS-HF-HF-AHF-02-01-RISK,急性心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,急性心力衰竭,1,利尿剂抵抗,3,1,1,1,Ⅱb,B,,通过
REC-CDSS-HF-HF-AHF-03-01-TREAT,急性心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择急性心力衰竭治疗方案、β受体阻滞剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂、血管紧张素转换酶抑制剂等。,True,clinical_ready,formal,心力衰竭,急性心力衰竭,6,血管紧张素转换酶抑制剂；血管紧张素Ⅱ受体阻滞剂；β受体阻滞剂；血管紧张素受体脑啡肽酶抑制剂；袢利尿剂；急性心力衰竭治疗方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-AHF-04-01-FOLLOW,急性心力衰竭稳定期或治疗后，应按心力衰竭随访方案、急性心力衰竭随访方案、急性心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,急性心力衰竭,3,急性心力衰竭随访方案；心力衰竭随访方案；急性心力衰竭预后,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-HF-HF-BIVENTRICULAR-01-01-DIAG,疑似全心衰竭时，应结合心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,全心衰竭,4,左心室射血分数；利钠肽；超声心动图；心力衰竭诊断标准,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-BIVENTRICULAR-02-01-RISK,全心衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,全心衰竭,1,利尿剂抵抗,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-HF-HF-BIVENTRICULAR-03-01-TREAT,全心衰竭治疗应根据病情严重程度、禁忌证和患者特征选择全心衰竭治疗方案。,True,clinical_ready,formal,心力衰竭,全心衰竭,1,全心衰竭治疗方案,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-BIVENTRICULAR-04-01-FOLLOW,全心衰竭稳定期或治疗后，应按心力衰竭随访方案、全心衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,全心衰竭,2,心力衰竭随访方案；全心衰竭预后,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-HF-HF-CHF-01-01-DIAG,疑似慢性心力衰竭时，应结合心力衰竭诊断标准、慢性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,慢性心力衰竭,5,心力衰竭诊断标准；超声心动图；慢性心力衰竭诊断标准；利钠肽；左心室射血分数,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-CHF-02-01-RISK,慢性心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,慢性心力衰竭,1,利尿剂抵抗,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-HF-HF-CHF-03-01-TREAT,慢性心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择慢性心力衰竭治疗方案、β受体阻滞剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂、血管紧张素转换酶抑制剂等。,True,clinical_ready,formal,心力衰竭,慢性心力衰竭,6,β受体阻滞剂；血管紧张素Ⅱ受体阻滞剂；慢性心力衰竭治疗方案；钠-葡萄糖协同转运蛋白2抑制剂；血管紧张素受体脑啡肽酶抑制剂；血管紧张素转换酶抑制剂,3,1,1,1,Ⅰ,A,,通过
REC-CDSS-HF-HF-CHF-04-01-FOLLOW,慢性心力衰竭稳定期或治疗后，应按心力衰竭随访方案、慢性心力衰竭随访方案、慢性心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,慢性心力衰竭,3,慢性心力衰竭预后；心力衰竭随访方案；慢性心力衰竭随访方案,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-DIALYSIS-CHF-01-01-DIAG,疑似透析患者慢性心力衰竭时，应结合心力衰竭诊断标准、透析患者慢性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,透析患者慢性心力衰竭,5,利钠肽；透析患者慢性心力衰竭诊断标准；左心室射血分数；超声心动图；心力衰竭诊断标准,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-DIALYSIS-CHF-02-01-RISK,透析患者慢性心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,透析患者慢性心力衰竭,1,利尿剂抵抗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-DIALYSIS-CHF-03-01-TREAT,透析患者慢性心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择透析患者慢性心力衰竭治疗方案、β受体阻滞剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素转换酶抑制剂。,True,clinical_ready,formal,心力衰竭,透析患者慢性心力衰竭,4,透析患者慢性心力衰竭治疗方案；β受体阻滞剂；血管紧张素转换酶抑制剂；血管紧张素Ⅱ受体阻滞剂,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-DIALYSIS-CHF-04-01-FOLLOW,透析患者慢性心力衰竭稳定期或治疗后，应按心力衰竭随访方案、透析患者慢性心力衰竭随访方案、透析患者慢性心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,透析患者慢性心力衰竭,3,透析患者慢性心力衰竭随访方案；透析患者慢性心力衰竭预后；心力衰竭随访方案,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-HFmrEF-01-01-DIAG,疑似射血分数轻度降低的心力衰竭时，应结合射血分数轻度降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,射血分数轻度降低的心力衰竭,5,射血分数轻度降低的心力衰竭诊断标准；利钠肽；左心室射血分数；心力衰竭诊断标准；超声心动图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-HFmrEF-02-01-RISK,射血分数轻度降低的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,射血分数轻度降低的心力衰竭,1,利尿剂抵抗,3,1,1,1,Ⅱa,C,,通过
REC-CDSS-HF-HF-HFmrEF-03-01-TREAT,射血分数轻度降低的心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择射血分数轻度降低的心力衰竭治疗方案、β受体阻滞剂、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂等。,True,clinical_ready,formal,心力衰竭,射血分数轻度降低的心力衰竭,7,盐皮质激素受体拮抗剂；射血分数轻度降低的心力衰竭治疗方案；血管紧张素受体脑啡肽酶抑制剂；血管紧张素Ⅱ受体阻滞剂；血管紧张素转换酶抑制剂；钠-葡萄糖协同转运蛋白2抑制剂；β受体阻滞剂,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-HF-HF-HFmrEF-04-01-FOLLOW,射血分数轻度降低的心力衰竭稳定期或治疗后，应按射血分数轻度降低的心力衰竭随访方案、心力衰竭随访方案、射血分数轻度降低的心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,射血分数轻度降低的心力衰竭,3,射血分数轻度降低的心力衰竭预后；心力衰竭随访方案；射血分数轻度降低的心力衰竭随访方案,3,1,1,1,Ⅱa,C,,通过
REC-CDSS-HF-HF-HFpEF-01-01-DIAG,疑似射血分数保留的心力衰竭时，应结合射血分数保留的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,射血分数保留的心力衰竭,5,射血分数保留的心力衰竭诊断标准；超声心动图；心力衰竭诊断标准；左心室射血分数；利钠肽,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-HF-HF-HFpEF-02-01-RISK,射血分数保留的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,射血分数保留的心力衰竭,1,利尿剂抵抗,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-HF-HF-HFpEF-03-01-TREAT,射血分数保留的心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择射血分数保留的心力衰竭治疗方案、β受体阻滞剂、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂等。,True,clinical_ready,formal,心力衰竭,射血分数保留的心力衰竭,7,盐皮质激素受体拮抗剂；血管紧张素受体脑啡肽酶抑制剂；钠-葡萄糖协同转运蛋白2抑制剂；射血分数保留的心力衰竭治疗方案；血管紧张素Ⅱ受体阻滞剂；血管紧张素转换酶抑制剂；β受体阻滞剂,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-HFpEF-04-01-FOLLOW,射血分数保留的心力衰竭稳定期或治疗后，应按射血分数保留的心力衰竭随访方案、心力衰竭随访方案、射血分数保留的心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,射血分数保留的心力衰竭,3,射血分数保留的心力衰竭随访方案；心力衰竭随访方案；射血分数保留的心力衰竭预后,3,1,1,1,未分级/共识意见,未分级/共识证据,,通过
REC-CDSS-HF-HF-HFrEF-01-01-DIAG,疑似射血分数降低的心力衰竭时，应结合射血分数降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,射血分数降低的心力衰竭,5,射血分数降低的心力衰竭诊断标准；左心室射血分数；利钠肽；心力衰竭诊断标准；超声心动图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-HFrEF-02-01-RISK,射血分数降低的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,射血分数降低的心力衰竭,1,利尿剂抵抗,3,1,1,1,Ⅱb,B,,通过
REC-CDSS-HF-HF-HFrEF-03-01-TREAT,射血分数降低的心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择射血分数降低的心力衰竭治疗方案、β受体阻滞剂、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂等。,True,clinical_ready,formal,心力衰竭,射血分数降低的心力衰竭,7,血管紧张素Ⅱ受体阻滞剂；血管紧张素受体脑啡肽酶抑制剂；血管紧张素转换酶抑制剂；射血分数降低的心力衰竭治疗方案；钠-葡萄糖协同转运蛋白2抑制剂；β受体阻滞剂；盐皮质激素受体拮抗剂,3,1,1,1,Ⅱb,B,,通过
REC-CDSS-HF-HF-HFrEF-04-01-FOLLOW,射血分数降低的心力衰竭稳定期或治疗后，应按射血分数降低的心力衰竭随访方案、心力衰竭随访方案、射血分数降低的心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,射血分数降低的心力衰竭,3,射血分数降低的心力衰竭预后；心力衰竭随访方案；射血分数降低的心力衰竭随访方案,3,1,1,1,Ⅱb,B,,通过
REC-CDSS-HF-HF-LEFT-01-01-DIAG,疑似左心衰竭时，应结合左心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,左心衰竭,5,超声心动图；利钠肽；左心衰竭诊断标准；心力衰竭诊断标准；左心室射血分数,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-LEFT-02-01-RISK,左心衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,左心衰竭,1,利尿剂抵抗,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-LEFT-03-01-TREAT,左心衰竭治疗应根据病情严重程度、禁忌证和患者特征选择左心衰竭治疗方案、盐皮质激素受体拮抗剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素转换酶抑制剂、袢利尿剂。,True,clinical_ready,formal,心力衰竭,左心衰竭,5,左心衰竭治疗方案；血管紧张素转换酶抑制剂；血管紧张素Ⅱ受体阻滞剂；盐皮质激素受体拮抗剂；袢利尿剂,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-LEFT-04-01-FOLLOW,左心衰竭稳定期或治疗后，应按左心衰竭随访方案、心力衰竭随访方案、左心衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,左心衰竭,3,左心衰竭预后；心力衰竭随访方案；左心衰竭随访方案,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-POST-MI-01-01-DIAG,疑似心肌梗死后心力衰竭时，应结合心力衰竭诊断标准、心肌梗死后心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,5,左心室射血分数；心肌梗死后心力衰竭诊断标准；心力衰竭诊断标准；利钠肽；超声心动图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
REC-CDSS-HF-HF-POST-MI-02-01-RISK,心肌梗死后心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,1,利尿剂抵抗,3,1,1,1,Ⅰ,B,,通过
REC-CDSS-HF-HF-POST-MI-03-01-TREAT,心肌梗死后心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择心肌梗死后心力衰竭治疗方案。,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,1,心肌梗死后心力衰竭治疗方案,3,1,1,1,Ⅱb,B,,通过
REC-CDSS-HF-HF-POST-MI-04-01-FOLLOW,心肌梗死后心力衰竭稳定期或治疗后，应按心力衰竭随访方案、心肌梗死后心力衰竭随访方案、心肌梗死后心力衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,心肌梗死后心力衰竭,3,心力衰竭随访方案；心肌梗死后心力衰竭预后；心肌梗死后心力衰竭随访方案,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-RIGHT-01-01-DIAG,疑似右心衰竭时，应结合右心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,True,clinical_ready,formal,心力衰竭,右心衰竭,5,心力衰竭诊断标准；右心衰竭诊断标准；超声心动图；利钠肽；左心室射血分数,3,1,1,1,Ⅱa,B,,通过
REC-CDSS-HF-HF-RIGHT-02-01-RISK,右心衰竭确诊或高度疑似后，应结合右心衰竭风险分层、利尿剂抵抗进行风险分层和高危因素识别。,True,clinical_ready,formal,心力衰竭,右心衰竭,2,右心衰竭风险分层；利尿剂抵抗,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-RIGHT-03-01-TREAT,右心衰竭治疗应根据病情严重程度、禁忌证和患者特征选择右心衰竭治疗方案、盐皮质激素受体拮抗剂。,True,clinical_ready,formal,心力衰竭,右心衰竭,2,右心衰竭治疗方案；盐皮质激素受体拮抗剂,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-HF-HF-RIGHT-04-01-FOLLOW,右心衰竭稳定期或治疗后，应按右心衰竭随访方案、心力衰竭随访方案、右心衰竭预后进行随访和复评。,True,clinical_ready,formal,心力衰竭,右心衰竭,3,心力衰竭随访方案；右心衰竭随访方案；右心衰竭预后,3,1,1,1,Ⅰ,C,,通过
REC-CDSS-SVTAFL-ARR-AFL-01-01-DIAG,疑似心房扑动时，应结合心房扑动诊断标准、12导联心电图、动态心电图、电生理检查、甲状腺功能检查等进行诊断确认和必要鉴别。,True,clinical_ready,formal,心律失常,心房扑动,8,电生理检查；心房扑动诊断标准；心房颤动；肝功能检查；12导联心电图；甲状腺功能检查；室性心动过速；动态心电图,3,1,1,1,未分级/指南未显式标注,未分级/指南未显式标注,,通过
